Winkel;Tool;J1;J2;J3;J4;J5;J6
47;T2;-68.7261;44.8457;-1.81416;25.4547;102.264;185.478
48;T2;-68.476;44.8255;-1.80867;24.8354;102.51;184.976
49;T2;-68.2252;44.8;-1.79351;24.2136;102.747;184.47
50;T2;-67.9737;44.7692;-1.76862;23.5894;102.974;183.959
51;T2;-67.7215;44.7331;-1.73394;22.9627;103.192;183.444
52;T2;-67.4688;44.6916;-1.68944;22.3336;103.4;182.924
53;T2;-67.2155;44.6447;-1.63507;21.7021;103.597;182.401
54;T2;-66.9618;44.5925;-1.5708;21.0681;103.785;181.873
55;T2;-66.7076;44.5349;-1.49659;20.4318;103.963;181.342
56;T2;-66.4531;44.4719;-1.41243;19.7932;104.13;180.807
57;T2;-66.1982;44.4035;-1.3183;19.1522;104.287;180.269
58;T2;-65.943;44.3297;-1.21418;18.509;104.434;179.727
59;T2;-65.6877;44.2506;-1.10008;17.8635;104.571;179.183
60;T2;-65.4322;44.1661;-0.975988;17.2158;104.697;178.636
61;T2;-65.1765;44.0762;-0.84191;16.5661;104.812;178.085
62;T2;-64.9209;43.9809;-0.697879;15.9142;104.917;177.533
63;T2;-64.6653;43.8804;-0.543902;15.2603;105.011;176.978
64;T2;-64.4097;43.7745;-0.38;14.6045;105.094;176.421
65;T2;-64.1544;43.6633;-0.206221;13.9467;105.167;175.862
66;T2;-63.8992;43.5469;-0.0225959;13.2871;105.229;175.301
67;T2;-63.6443;43.4252;0.170823;12.6257;105.28;174.739
68;T2;-63.3898;43.2983;0.373993;11.9627;105.32;174.176
69;T2;-63.1357;43.1662;0.586849;11.2979;105.35;173.611
70;T2;-62.8821;43.029;0.809328;10.6316;105.369;173.046
71;T2;-62.629;42.8867;1.04136;9.9638;105.377;172.48
72;T2;-62.3766;42.7393;1.28286;9.29453;105.374;171.914
73;T2;-62.1249;42.5869;1.53375;8.6239;105.36;171.347
74;T2;-61.8739;42.4295;1.79394;7.95195;105.336;170.78
75;T2;-61.6239;42.2672;2.06334;7.27876;105.301;170.214
76;T2;-61.3747;42.1;2.34185;6.60438;105.255;169.648
77;T2;-61.1265;41.9279;2.62936;5.92889;105.199;169.082
78;T2;-60.8794;41.7511;2.92575;5.25234;105.132;168.518
79;T2;-60.6335;41.5695;3.23092;4.57479;105.055;167.954
80;T2;-60.3888;41.3833;3.54475;3.8963;104.967;167.391
81;T2;-60.1454;41.1925;3.86709;3.21691;104.869;166.83
82;T2;-59.9033;40.9971;4.19785;2.53667;104.761;166.271
83;T2;-59.6628;40.7972;4.53685;1.85563;104.642;165.713
84;T2;-59.4238;40.5929;4.884;1.17384;104.514;165.157
85;T2;-59.1864;40.3842;5.23912;0.491324;104.375;164.604
86;T2;-58.9508;40.1713;5.60208;-0.191877;104.226;164.052
87;T2;-58.7169;39.9541;5.97273;-0.875739;104.068;163.504
88;T2;-58.4849;39.7327;6.35092;-1.56023;103.9;162.957
89;T2;-58.2549;39.5073;6.73648;-2.24534;103.722;162.414
90;T2;-58.0269;39.2778;7.12929;-2.93105;103.535;161.874
91;T2;-57.801;39.0444;7.52914;-3.61736;103.338;161.336
92;T2;-57.5773;38.8071;7.93591;-4.30424;103.132;160.802
93;T2;-57.356;38.566;8.3494;-4.99171;102.917;160.272
94;T2;-57.137;38.3212;8.76947;-5.67978;102.693;159.745
95;T2;-56.9205;38.0727;9.19594;-6.36844;102.461;159.221
96;T2;-56.7065;37.8206;9.62864;-7.05773;102.219;158.701
97;T2;-56.4952;37.565;10.0674;-7.74766;101.969;158.186
98;T2;-56.2866;37.3059;10.512;-8.43826;101.71;157.674
99;T2;-56.0808;37.0435;10.9624;-9.12956;101.443;157.166
100;T2;-55.8779;36.7778;11.4183;-9.8216;101.168;156.662
101;T2;-55.6781;36.5089;11.8796;-10.5144;100.884;156.163
102;T2;-55.4813;36.2369;12.346;-11.2081;100.593;155.668
103;T2;-55.2877;35.9618;12.8175;-11.9026;100.294;155.178
104;T2;-55.0974;35.6837;13.2938;-12.5981;99.9874;154.692
105;T2;-54.9104;35.4027;13.7747;-13.2946;99.6732;154.211
106;T2;-54.7269;35.1189;14.2602;-13.9922;99.3517;153.734
107;T2;-54.547;34.8323;14.7499;-14.691;99.0229;153.262
108;T2;-54.3706;34.543;15.2437;-15.3909;98.687;152.795
109;T2;-54.1981;34.2511;15.7415;-16.0923;98.3442;152.333
110;T2;-54.0294;33.9567;16.2431;-16.795;97.9946;151.875
111;T2;-53.8646;33.6598;16.7483;-17.4992;97.6383;151.423
112;T2;-53.7039;33.3606;17.2569;-18.205;97.2754;150.975
113;T2;-53.5473;33.059;17.7687;-18.9125;96.9061;150.532
114;T2;-53.395;32.7552;18.2836;-19.6219;96.5306;150.095
115;T2;-53.247;32.4493;18.8013;-20.3332;96.1489;149.662
116;T2;-53.1035;32.1413;19.3218;-21.0465;95.7612;149.235
117;T2;-52.9645;31.8313;19.8448;-21.762;95.3675;148.812
118;T2;-52.8302;31.5194;20.3702;-22.4797;94.9682;148.395
119;T2;-52.7007;31.2056;20.8977;-23.1999;94.5631;147.982
120;T2;-52.576;30.89;21.4273;-23.9226;94.1525;147.575
121;T2;-52.4564;30.5728;21.9587;-24.648;93.7365;147.173
122;T2;-52.3419;30.2539;22.4918;-25.3763;93.3152;146.776
123;T2;-52.2326;29.9335;23.0263;-26.1074;92.8887;146.383
124;T2;-52.1286;29.6117;23.5622;-26.8417;92.4572;145.996
125;T2;-52.0301;29.2884;24.0991;-27.5793;92.0206;145.615
126;T2;-51.9372;28.9639;24.6371;-28.3202;91.5792;145.238
127;T2;-51.85;28.6382;25.1758;-29.0647;91.1329;144.866
128;T2;-51.7686;28.3113;25.7152;-29.813;90.6821;144.499
129;T2;-51.6931;27.9833;26.255;-30.5651;90.2266;144.137
130;T2;-51.6238;27.6544;26.795;-31.3212;89.7666;143.781
131;T2;-51.5606;27.3245;27.3352;-32.0816;89.3021;143.429
132;T2;-51.5038;26.9939;27.8752;-32.8463;88.8334;143.082
133;T2;-51.4534;26.6626;28.415;-33.6156;88.3603;142.741
134;T2;-51.4096;26.3306;28.9543;-34.3895;87.8831;142.404
135;T2;-51.3725;25.998;29.493;-35.1684;87.4018;142.072
136;T2;-51.3423;25.665;30.0309;-35.9523;86.9164;141.745
137;T2;-51.3191;25.3317;30.5679;-36.7415;86.427;141.423
138;T2;-51.303;24.998;31.1036;-37.5361;85.9337;141.105
139;T2;-51.2942;24.6642;31.638;-38.3363;85.4365;140.793
140;T2;-51.2929;24.3304;32.1709;-39.1423;84.9355;140.485
141;T2;-51.299;23.9965;32.7021;-39.9543;84.4307;140.183
142;T2;-51.3129;23.6628;33.2314;-40.7724;83.9221;139.885
143;T2;-51.3347;23.3292;33.7585;-41.5968;83.4099;139.591
144;T2;-51.3644;22.9961;34.2834;-42.4278;82.894;139.303
145;T2;-51.4022;22.6633;34.8058;-43.2656;82.3744;139.019
146;T2;-51.4483;22.3312;35.3256;-44.1102;81.8512;138.741
147;T2;-51.5029;21.9997;35.8424;-44.962;81.3244;138.467
148;T2;-51.566;21.669;36.3562;-45.821;80.794;138.197
149;T2;-51.6378;21.3392;36.8667;-46.6876;80.2601;137.933
150;T2;-51.7184;21.0104;37.3738;-47.5619;79.7226;137.673
151;T2;-51.8081;20.6828;37.8772;-48.444;79.1815;137.418
152;T2;-51.9069;20.3566;38.3766;-49.3342;78.6369;137.168
153;T2;-52.0149;20.0317;38.872;-50.2328;78.0887;136.923
154;T2;-52.1324;19.7085;39.363;-51.1398;77.537;136.682
155;T2;-52.2594;19.387;39.8495;-52.0554;76.9817;136.447
156;T2;-52.3961;19.0673;40.3312;-52.98;76.4228;136.216
157;T2;-52.5426;18.7497;40.8079;-53.9136;75.8603;135.991
158;T2;-52.699;18.4343;41.2794;-54.8565;75.2942;135.77
159;T2;-52.8654;18.1213;41.7455;-55.8088;74.7244;135.555
160;T2;-53.042;17.8107;42.2058;-56.7708;74.1511;135.345
161;T2;-53.2289;17.5029;42.6602;-57.7426;73.574;135.14
162;T2;-53.4261;17.198;43.1084;-58.7245;72.9933;134.94
163;T2;-53.6337;16.8962;43.5501;-59.7166;72.4088;134.746
164;T2;-53.8519;16.5976;43.9852;-60.7191;71.8206;134.558
165;T2;-54.0807;16.3024;44.4133;-61.7323;71.2287;134.375
166;T2;-54.3201;16.011;44.8343;-62.7562;70.633;134.198
167;T2;-54.5703;15.7233;45.2477;-63.7911;70.0335;134.027
168;T2;-54.8312;15.4398;45.6534;-64.8372;69.4303;133.863
169;T2;-55.1028;15.1606;46.0511;-65.8946;68.8232;133.704
170;T2;-55.3853;14.8859;46.4405;-66.9635;68.2123;133.552
171;T2;-55.6785;14.6159;46.8213;-68.0441;67.5976;133.407
172;T2;-55.9824;14.3509;47.1933;-69.1365;66.9792;133.269
173;T2;-56.2971;14.0911;47.5562;-70.241;66.3569;133.137
174;T2;-56.6223;13.8368;47.9096;-71.3576;65.7309;133.014
175;T2;-56.9582;13.5881;48.2533;-72.4865;65.1012;132.898
176;T2;-57.3045;13.3454;48.5871;-73.628;64.4679;132.79
177;T2;-57.6611;13.1089;48.9105;-74.782;63.8309;132.69
178;T2;-58.0278;12.8789;49.2234;-75.9487;63.1904;132.598
179;T2;-58.4045;12.6555;49.5254;-77.1283;62.5465;132.516
180;T2;-58.791;12.439;49.8162;-78.321;61.8992;132.443
181;T2;-59.1871;12.2298;50.0956;-79.5267;61.2486;132.379
182;T2;-59.5924;12.028;50.3633;-80.7456;60.595;132.326
183;T2;-60.0067;11.8338;50.619;-81.9778;59.9385;132.283
184;T2;-60.4296;11.6476;50.8625;-83.2234;59.2791;132.25
185;T2;-60.8608;11.4696;51.0933;-84.4824;58.6172;132.229
186;T2;-61.3;11.3;51.3114;-85.755;57.9529;132.22
187;T2;-61.7466;11.139;51.5164;-87.0411;57.2865;132.222
188;T2;-62.2003;10.9869;51.7081;-88.3408;56.6182;132.237
189;T2;-62.6605;10.8438;51.8863;-89.6541;55.9483;132.265
190;T2;-63.1268;10.71;52.0508;-90.9811;55.277;132.307
191;T2;-63.5986;10.5856;52.2012;-92.3218;54.6047;132.363
192;T2;-64.0753;10.4709;52.3376;-93.6761;53.9317;132.433
193;T2;-64.5563;10.3659;52.4596;-95.0441;53.2584;132.518
194;T2;-65.0411;10.2709;52.5671;-96.4256;52.5851;132.618
195;T2;-65.5288;10.1859;52.66;-97.8207;51.9122;132.735
196;T2;-66.019;10.1111;52.7382;-99.2293;51.2402;132.868
197;T2;-66.5109;10.0465;52.8016;-100.651;50.5694;133.018
198;T2;-67.0038;9.99225;52.8501;-102.087;49.9003;133.185
199;T2;-67.4969;9.94838;52.8836;-103.535;49.2334;133.37
200;T2;-67.9895;9.9149;52.9022;-104.997;48.5691;133.574
201;T2;-68.4809;9.89184;52.9059;-106.472;47.9078;133.797
202;T2;-68.9703;9.87916;52.8946;-107.96;47.2501;134.039
203;T2;-69.4569;9.87684;52.8684;-109.461;46.5965;134.301
204;T2;-69.9401;9.8848;52.8275;-110.974;45.9474;134.583
205;T2;-70.4191;9.90296;52.772;-112.5;45.3033;134.886
206;T2;-70.8931;9.93122;52.702;-114.039;44.6648;135.21
207;T2;-71.3614;9.96944;52.6176;-115.589;44.0324;135.556
208;T2;-71.8232;10.0175;52.5192;-117.153;43.4064;135.923
209;T2;-72.2781;10.0751;52.4069;-118.728;42.7876;136.313
210;T2;-72.7251;10.1422;52.281;-120.315;42.1763;136.726
211;T2;-73.1637;10.2186;52.1418;-121.914;41.5731;137.161
212;T2;-73.5933;10.3039;51.9897;-123.525;40.9784;137.62
213;T2;-74.0133;10.398;51.825;-125.148;40.3927;138.102
214;T2;-74.4232;10.5005;51.648;-126.782;39.8166;138.609
215;T2;-74.8224;10.6112;51.4593;-128.428;39.2505;139.139
216;T2;-75.2104;10.7298;51.2593;-130.085;38.6949;139.694
217;T2;-75.5868;10.856;51.0484;-131.753;38.1502;140.273
218;T2;-75.9513;10.9894;50.8271;-133.433;37.617;140.877
219;T2;-76.3035;11.1298;50.5959;-135.124;37.0957;141.506
220;T2;-76.6429;11.2767;50.3555;-136.827;36.5869;142.159
221;T2;-76.9695;11.4298;50.1063;-138.54;36.0909;142.838
222;T2;-77.283;11.5888;49.849;-140.265;35.6082;143.542
223;T2;-77.5831;11.7533;49.5841;-142;35.1393;144.27
224;T2;-77.8699;11.9229;49.3123;-143.746;34.6847;145.024
225;T2;-78.1431;12.0973;49.0342;-145.504;34.2449;145.802
226;T2;-78.4029;12.2761;48.7506;-147.272;33.8203;146.604
227;T2;-78.6491;12.4589;48.4619;-149.05;33.4114;147.432
228;T2;-78.882;12.6453;48.169;-150.839;33.0186;148.283
229;T2;-79.1015;12.8351;47.8726;-152.638;32.6425;149.157
230;T2;-79.308;13.0277;47.5732;-154.447;32.2836;150.055
231;T2;-79.5015;13.2229;47.2716;-156.266;31.9422;150.975
232;T2;-79.6825;13.4204;46.9685;-158.093;31.6188;151.916
233;T2;-79.8513;13.6197;46.6645;-159.93;31.3139;152.879
234;T2;-80.0081;13.8206;46.3603;-161.775;31.028;153.862
235;T2;-80.1535;14.0227;46.0567;-163.628;30.7614;154.864
236;T2;-80.2878;14.2258;45.754;-165.488;30.5146;155.884
237;T2;-80.4117;14.4295;45.4531;-167.355;30.2879;156.92
238;T2;-80.5257;14.6337;45.1544;-169.228;30.0817;157.972
239;T2;-80.6303;14.838;44.8585;-171.105;29.8964;159.038
240;T2;-80.7261;15.0422;44.5658;-172.986;29.7321;160.116
241;T2;-80.8139;15.2462;44.2767;-174.87;29.5892;161.205
242;T2;-80.8943;15.4496;43.9918;-176.757;29.4679;162.304
243;T2;-80.9679;15.6525;43.7112;-178.644;29.3683;163.409
244;T2;-81.0355;15.8546;43.4352;179.47;29.2906;164.52
245;T2;-81.0976;16.0559;43.1641;177.585;29.2347;165.634
246;T2;-81.1552;16.2562;42.898;175.703;29.2007;166.75
247;T2;-81.2087;16.4554;42.637;173.825;29.1885;167.865
248;T2;-81.2589;16.6537;42.3809;171.953;29.198;168.978
249;T2;-81.3064;16.8508;42.13;170.087;29.229;170.087
250;T2;-81.3518;17.0469;41.8839;168.229;29.2814;171.189
251;T2;-81.3957;17.242;41.6425;166.38;29.3547;172.284
252;T2;-81.4387;17.4361;41.4057;164.542;29.4487;173.369
253;T2;-81.4811;17.6293;41.1731;162.716;29.563;174.443
254;T2;-81.5235;17.8216;40.9444;160.902;29.6971;175.504
255;T2;-81.5662;18.0132;40.7193;159.102;29.8507;176.551
256;T2;-81.6096;18.2041;40.4975;157.317;30.0231;177.582
257;T2;-81.6541;18.3945;40.2785;155.547;30.2139;178.597
258;T2;-81.6998;18.5845;40.0619;153.794;30.4225;179.593
259;T2;-81.7469;18.7741;39.8473;152.058;30.6484;180.571
260;T2;-81.7957;18.9636;39.6343;150.339;30.8909;181.528
261;T2;-81.8462;19.153;39.4224;148.64;31.1495;182.466
262;T2;-81.8984;19.3425;39.2112;146.958;31.4236;183.382
263;T2;-81.9525;19.5322;39.0002;145.297;31.7126;184.277
264;T2;-82.0084;19.7222;38.7892;143.655;32.0158;185.151
265;T2;-82.0661;19.9127;38.5775;142.032;32.3327;186.002
266;T2;-82.1255;20.1037;38.365;140.43;32.6627;186.831
267;T2;-82.1864;20.2953;38.1512;138.848;33.0053;187.637
268;T2;-82.2489;20.4877;37.9358;137.287;33.3598;188.421
269;T2;-82.3128;20.681;37.7184;135.746;33.7258;189.183
270;T2;-82.3778;20.8751;37.4988;134.225;34.1027;189.922
271;T2;-82.4439;21.0703;37.2767;132.724;34.49;190.64
272;T2;-82.5108;21.2666;37.0518;131.244;34.8872;191.336
273;T2;-82.5785;21.464;36.8239;129.784;35.2938;192.01
274;T2;-82.6466;21.6626;36.5928;128.344;35.7095;192.663
275;T2;-82.7149;21.8624;36.3583;126.924;36.1337;193.295
276;T2;-82.7834;22.0635;36.1202;125.523;36.5661;193.907
277;T2;-82.8518;22.266;35.8784;124.142;37.0062;194.498
278;T2;-82.9198;22.4698;35.6328;122.78;37.4536;195.07
279;T2;-82.9873;22.675;35.3832;121.436;37.9081;195.622
280;T2;-83.0542;22.8816;35.1295;120.112;38.3693;196.156
281;T2;-83.1201;23.0895;34.8718;118.806;38.8369;196.67
282;T2;-83.185;23.2989;34.6099;117.517;39.3104;197.167
283;T2;-83.2485;23.5097;34.3437;116.247;39.7898;197.646
284;T2;-83.3107;23.7218;34.0733;114.995;40.2746;198.108
285;T2;-83.3712;23.9354;33.7987;113.759;40.7646;198.553
286;T2;-83.43;24.1503;33.5197;112.541;41.2596;198.982
287;T2;-83.4868;24.3665;33.2365;111.339;41.7594;199.394
288;T2;-83.5416;24.5841;32.9491;110.154;42.2636;199.791
289;T2;-83.5942;24.803;32.6574;108.985;42.7721;200.173
290;T2;-83.6444;25.0232;32.3615;107.831;43.2848;200.54
291;T2;-83.6922;25.2446;32.0614;106.694;43.8013;200.893
292;T2;-83.7373;25.4673;31.7573;105.571;44.3216;201.231
293;T2;-83.7798;25.6911;31.449;104.464;44.8454;201.556
294;T2;-83.8195;25.916;31.1368;103.371;45.3726;201.867
295;T2;-83.8562;26.142;30.8207;102.293;45.903;202.165
296;T2;-83.89;26.3691;30.5007;101.229;46.4365;202.451
297;T2;-83.9207;26.5972;30.177;100.179;46.973;202.724
298;T2;-83.9483;26.8262;29.8496;99.1432;47.5123;202.985
299;T2;-83.9726;27.0562;29.5186;98.1204;48.0542;203.234
300;T2;-83.9936;27.287;29.184;97.1107;48.5987;203.472
301;T2;-84.0113;27.5186;28.8461;96.1141;49.1456;203.698
302;T2;-84.0257;27.751;28.5048;95.1301;49.6949;203.913
303;T2;-84.0365;27.984;28.1604;94.1586;50.2464;204.118
304;T2;-84.0439;28.2178;27.8128;93.1993;50.7999;204.312
305;T2;-84.0477;28.4521;27.4622;92.252;51.3555;204.495
306;T2;-84.048;28.687;27.1087;91.3164;51.913;204.669
307;T2;-84.0447;28.9224;26.7523;90.3924;52.4723;204.832
308;T2;-84.0378;29.1582;26.3934;89.4797;53.0333;204.986
309;T2;-84.0273;29.3945;26.0318;88.578;53.5959;205.131
310;T2;-84.0131;29.631;25.6677;87.6872;54.1601;205.266
311;T2;-83.9953;29.8678;25.3014;86.8071;54.7257;205.392
312;T2;-83.9738;30.1049;24.9328;85.9374;55.2927;205.509
313;T2;-83.9486;30.342;24.562;85.078;55.861;205.617
314;T2;-83.9198;30.5793;24.1893;84.2285;56.4305;205.717
315;T2;-83.8873;30.8167;23.8147;83.3889;57.0011;205.808
316;T2;-83.8511;31.054;23.4383;82.5589;57.5728;205.891
317;T2;-83.8113;31.2913;23.0602;81.7383;58.1454;205.965
318;T2;-83.7678;31.5284;22.6807;80.9269;58.7189;206.032
319;T2;-83.7206;31.7654;22.2997;80.1246;59.2932;206.09
320;T2;-83.6698;32.0021;21.9174;79.331;59.8683;206.141
321;T2;-83.6155;32.2385;21.534;78.5462;60.444;206.184
322;T2;-83.5575;32.4745;21.1496;77.7697;61.0203;206.219
323;T2;-83.4959;32.7102;20.7642;77.0015;61.5971;206.247
324;T2;-83.4308;32.9453;20.378;76.2414;62.1743;206.267
325;T2;-83.3621;33.18;19.9911;75.4891;62.7519;206.28
326;T2;-83.29;33.414;19.6037;74.7446;63.3297;206.286
327;T2;-83.2143;33.6474;19.2158;74.0076;63.9078;206.285
328;T2;-83.1352;33.8801;18.8276;73.2779;64.486;206.276
329;T2;-83.0527;34.1121;18.4392;72.5554;65.0642;206.261
330;T2;-82.9667;34.3432;18.0508;71.8399;65.6425;206.238
331;T2;-82.8774;34.5734;17.6625;71.1312;66.2206;206.209
332;T2;-82.7847;34.8027;17.2743;70.4291;66.7985;206.172
333;T2;-82.6887;35.031;16.8864;69.7335;67.3762;206.129
334;T2;-82.5894;35.2582;16.4989;69.0442;67.9535;206.08
335;T2;-82.4869;35.4844;16.1121;68.361;68.5304;206.023
336;T2;-82.3811;35.7093;15.7259;67.6838;69.1068;205.96
337;T2;-82.2722;35.933;15.3405;67.0123;69.6826;205.891
338;T2;-82.1601;36.1555;14.956;66.3465;70.2577;205.815
339;T2;-82.0449;36.3766;14.5726;65.6861;70.8321;205.732
340;T2;-81.9266;36.5962;14.1904;65.031;71.4056;205.643
341;T2;-81.8052;36.8144;13.8095;64.381;71.9782;205.548
342;T2;-81.6808;37.0311;13.43;63.7359;72.5498;205.446
343;T2;-81.5534;37.2462;13.0522;63.0957;73.1203;205.337
344;T2;-81.4231;37.4596;12.676;62.4601;73.6896;205.223
345;T2;-81.2899;37.6713;12.3016;61.829;74.2576;205.102
346;T2;-81.1538;37.8812;11.9292;61.2021;74.8243;204.975
347;T2;-81.0148;38.0893;11.5589;60.5795;75.3895;204.841
348;T2;-80.8731;38.2956;11.1907;59.9608;75.9531;204.701
349;T2;-80.7285;38.4998;10.825;59.346;76.5151;204.555
350;T2;-80.5813;38.702;10.4617;58.7348;77.0753;204.403
351;T2;-80.4313;38.9022;10.101;58.1272;77.6337;204.245
352;T2;-80.2786;39.1002;9.74298;57.5229;78.1902;204.08
353;T2;-80.1233;39.296;9.38788;56.9219;78.7446;203.909
354;T2;-79.9655;39.4896;9.03577;56.3239;79.2968;203.732
355;T2;-79.805;39.6808;8.6868;55.7288;79.8468;203.548
356;T2;-79.642;39.8696;8.34108;55.1365;80.3944;203.359
357;T2;-79.4765;40.056;7.99876;54.5468;80.9395;203.163
358;T2;-79.3086;40.2398;7.65997;53.9596;81.4821;202.961
359;T2;-79.1382;40.4211;7.32484;53.3746;82.022;202.753
360;T2;-78.9654;40.5997;6.99351;52.7918;82.5591;202.538
361;T2;-78.7903;40.7756;6.66612;52.2111;83.0933;202.317
362;T2;-78.6128;40.9487;6.34279;51.6322;83.6244;202.091
363;T2;-78.433;41.119;6.02366;51.055;84.1525;201.857
364;T2;-78.251;41.2864;5.70888;50.4794;84.6772;201.618
365;T2;-78.0667;41.4508;5.39857;49.9052;85.1986;201.373
366;T2;-77.8802;41.6122;5.09288;49.3324;85.7165;201.121
367;T2;-77.6915;41.7705;4.79194;48.7607;86.2307;200.863
368;T2;-77.5008;41.9256;4.49588;48.1899;86.7413;200.598
369;T2;-77.3079;42.0775;4.20486;47.6201;87.2479;200.328
370;T2;-77.1129;42.2261;3.91898;47.051;87.7506;200.051
371;T2;-76.9159;42.3713;3.63841;46.4825;88.2491;199.768
372;T2;-76.7168;42.5132;3.36328;45.9145;88.7433;199.479
373;T2;-76.5158;42.6515;3.09373;45.3468;89.2332;199.183
374;T2;-76.3129;42.7863;2.82988;44.7793;89.7186;198.881
375;T2;-76.108;42.9174;2.57189;44.2119;90.1993;198.573
376;T2;-75.9012;43.0449;2.31988;43.6444;90.6752;198.258
377;T2;-75.6926;43.1686;2.074;43.0768;91.1462;197.937
378;T2;-75.4821;43.2885;1.83438;42.5088;91.6121;197.61
379;T2;-75.2699;43.4046;1.60116;41.9405;92.0728;197.277
380;T2;-75.0558;43.5167;1.37447;41.3716;92.5281;196.937
381;T2;-74.8401;43.6248;1.15445;40.802;92.9779;196.591
382;T2;-74.6226;43.7288;0.941232;40.2317;93.4221;196.239
383;T2;-74.4035;43.8287;0.734957;39.6604;93.8606;195.88
384;T2;-74.1827;43.9244;0.53574;39.0882;94.2931;195.515
385;T2;-73.9603;44.0159;0.343728;38.5149;94.7195;195.144
386;T2;-73.7363;44.1031;0.159051;37.9404;95.1397;194.767
387;T2;-73.5107;44.1859;-0.0181658;37.3646;95.5535;194.383
388;T2;-73.2837;44.2643;-0.187796;36.7874;95.9608;193.994
389;T2;-73.0551;44.3382;-0.349714;36.2087;96.3614;193.598
390;T2;-72.8251;44.4076;-0.503788;35.6284;96.7552;193.196
391;T2;-72.5937;44.4724;-0.649901;35.0465;97.1421;192.788
392;T2;-72.3609;44.5326;-0.787929;34.4628;97.5218;192.374
393;T2;-72.1267;44.588;-0.917752;33.8773;97.8943;191.954
394;T2;-71.8912;44.6387;-1.03927;33.2899;98.2593;191.528
395;T2;-71.6545;44.6847;-1.15234;32.7005;98.6168;191.096
396;T2;-71.4164;44.7257;-1.25688;32.109;98.9666;190.658
397;T2;-71.1772;44.7619;-1.35276;31.5155;99.3085;190.215
398;T2;-70.9367;44.7931;-1.43988;30.9198;99.6424;189.765
399;T2;-70.6952;44.8194;-1.51815;30.322;99.9682;189.31
400;T2;-70.4525;44.8407;-1.58746;29.7218;100.286;188.85
401;T2;-70.2087;44.8568;-1.6477;29.1194;100.595;188.384
402;T2;-69.964;44.8679;-1.6988;28.5146;100.895;187.913
403;T2;-69.7182;44.8739;-1.74067;27.9075;101.187;187.436
404;T2;-69.4715;44.8747;-1.77322;27.2979;101.47;186.954
405;T2;-69.2239;44.8702;-1.79636;26.686;101.744;186.467
406;T2;-68.9754;44.8606;-1.81003;26.0716;102.009;185.975
407;T2;-68.7261;44.8457;-1.81416;25.4547;102.264;185.478
408;T2;-68.476;44.8255;-1.80867;24.8354;102.51;184.976
409;T2;-68.2252;44.8;-1.79351;24.2136;102.747;184.47
410;T2;-67.9737;44.7692;-1.76862;23.5894;102.974;183.959
411;T2;-67.7215;44.7331;-1.73394;22.9627;103.192;183.444
412;T2;-67.4688;44.6916;-1.68944;22.3336;103.4;182.924
413;T2;-67.2155;44.6447;-1.63507;21.7021;103.597;182.401
414;T2;-66.9618;44.5925;-1.5708;21.0681;103.785;181.873
415;T2;-66.7076;44.5349;-1.49659;20.4318;103.963;181.342
416;T2;-66.4531;44.4719;-1.41243;19.7932;104.13;180.807
417;T2;-66.1982;44.4035;-1.3183;19.1522;104.287;180.269
418;T2;-65.943;44.3297;-1.21418;18.509;104.434;179.727
419;T2;-65.6877;44.2506;-1.10008;17.8635;104.571;179.183
420;T2;-65.4322;44.1661;-0.975988;17.2158;104.697;178.636
421;T2;-65.1765;44.0762;-0.84191;16.5661;104.812;178.085
422;T2;-64.9209;43.9809;-0.697879;15.9142;104.917;177.533
423;T2;-64.6653;43.8804;-0.543902;15.2603;105.011;176.978
424;T2;-64.4097;43.7745;-0.38;14.6045;105.094;176.421
425;T2;-64.1544;43.6633;-0.206221;13.9467;105.167;175.862
426;T2;-63.8992;43.5469;-0.0225959;13.2871;105.229;175.301
427;T2;-63.6443;43.4252;0.170823;12.6257;105.28;174.739
428;T2;-63.3898;43.2983;0.373993;11.9627;105.32;174.176
429;T2;-63.1357;43.1662;0.586849;11.2979;105.35;173.611
430;T2;-62.8821;43.029;0.809328;10.6316;105.369;173.046
431;T2;-62.629;42.8867;1.04136;9.9638;105.377;172.48
432;T2;-62.3766;42.7393;1.28286;9.29453;105.374;171.914
433;T2;-62.1249;42.5869;1.53375;8.6239;105.36;171.347
434;T2;-61.8739;42.4295;1.79394;7.95195;105.336;170.78
435;T2;-61.6239;42.2672;2.06334;7.27876;105.301;170.214
436;T2;-61.3747;42.1;2.34185;6.60438;105.255;169.648
437;T2;-61.1265;41.9279;2.62936;5.92889;105.199;169.082
438;T2;-60.8794;41.7511;2.92575;5.25234;105.132;168.518
439;T2;-60.6335;41.5695;3.23092;4.57479;105.055;167.954
440;T2;-60.3888;41.3833;3.54475;3.8963;104.967;167.391
441;T2;-60.1454;41.1925;3.86709;3.21691;104.869;166.83
442;T2;-59.9033;40.9971;4.19785;2.53667;104.761;166.271
443;T2;-59.6628;40.7972;4.53685;1.85563;104.642;165.713
444;T2;-59.4238;40.5929;4.884;1.17384;104.514;165.157
445;T2;-59.1864;40.3842;5.23912;0.491324;104.375;164.604
446;T2;-58.9508;40.1713;5.60208;-0.191877;104.226;164.052
447;T2;-58.7169;39.9541;5.97273;-0.875739;104.068;163.504
448;T2;-58.4849;39.7327;6.35092;-1.56023;103.9;162.957
449;T2;-58.2549;39.5073;6.73648;-2.24534;103.722;162.414
